pop,iMass,age,Fe/H_initial,Mass,In_Final_Phase,Dist,l,b,vr_bc,mul,mub,x,y,z,U,V,W,VR_LSR,A_Ks,logL,logTeff,logg,Fe/H_evolved,log_radius,phase,Bessell_B,Bessell_V,Bessell_I,Gaia_G_EDR3,Gaia_BP_EDR3,Gaia_RP_EDR3,2MASS_J,2MASS_H,2MASS_Ks,Z087,W146,Is_Binary,primary_ID,ID,combined_logL,total_mass,q,combined_logP
0.0000000e+00,8.6028908e-02,1.0000000e+01,1.9197196e-01,8.6028908e-02,0.0000000e+00,6.0787064e-01,3.0585161e-02,2.4411555e-01,,,,8.7888588e+00,1.9946703e-01,1.5998649e+00,,,,,5.4087627e-01,,,,,,,,,,,,,,,,,,2.0000000e+00,000000604,000000605,,2.5640879e-01,5.0491878e-01,5.2113340e+00
0.0000000e+00,3.4881746e-01,1.0000000e+01,-4.9449561e-02,3.4881088e-01,0.0000000e+00,8.7896721e+00,2.0005082e-01,1.6001819e+00,-8.0826019e+01,-5.7351888e+00,-9.5651632e-01,6.0868208e-01,3.0677509e-02,2.4418518e-01,-6.6034029e+01,6.3540962e+00,-3.4152854e+01,-7.1318273e+01,5.4087657e-01,-1.7911452e+00,3.5480343e+00,4.9186477e+00,-5.7453120e-03,-4.6896408e-01,0.0000000e+00,3.9429399e+01,3.4555819e+01,2.8475625e+01,3.1483563e+01,3.5156356e+01,2.8732701e+01,2.4097802e+01,2.2523752e+01,2.1860469e+01,2.7299261e+01,2.3725153e+01,0.0000000e+00,0.0,000000606,,,,
0.0000000e+00,2.8509876e-01,1.0000000e+01,5.9861640e-02,2.8509452e-01,0.0000000e+00,8.7371321e+00,2.0053935e-01,1.6000583e+00,-1.1878675e+02,-7.3191803e+00,-3.0152711e-01,5.5616019e-01,3.0568604e-02,2.4280835e-01,-1.0446255e+02,-5.7959186e+01,-7.7767241e+00,-1.0927885e+02,5.4085630e-01,-2.0290498e+00,3.5216316e+00,4.9565040e+00,1.0846522e-01,-5.3511102e-01,0.0000000e+00,4.0503700e+01,3.5627832e+01,2.9173197e+01,3.2298530e+01,3.6227546e+01,2.9450480e+01,2.4593594e+01,2.3032944e+01,2.2361075e+01,2.7930048e+01,2.4250444e+01,1.0000000e+00,0.0,000000607,-1.7304994e+00,5.6888845e-01,9.9543798e-01,4.4085378e+00
0.0000000e+00,2.8379814e-01,1.0000000e+01,5.9861640e-02,2.8379393e-01,0.0000000e+00,5.5616019e-01,3.0568604e-02,2.4280835e-01,,,,8.7371321e+00,2.0053935e-01,1.6000583e+00,,,,,5.4085630e-01,-2.0340232e+00,3.5212732e+00,4.9577521e+00,1.0846798e-01,-5.3688090e-01,0.0000000e+00,4.0524124e+01,3.5647265e+01,2.9187686e+01,3.2314085e+01,3.6246948e+01,2.9464929e+01,2.4605076e+01,2.3044441e+01,2.2372412e+01,2.7943499e+01,2.4262320e+01,2.0000000e+00,000000607,000000608,-1.7304994e+00,5.6888845e-01,9.9543798e-01,4.4085378e+00
0.0000000e+00,1.2568230e-01,1.0000000e+01,4.1238683e-01,1.2568151e-01,0.0000000e+00,8.7896406e+00,2.0000190e-01,1.6000437e+00,2.0921994e+02,-4.1735068e+00,4.6986677e-01,6.0865113e-01,3.0669900e-02,2.4416317e-01,2.2214983e+02,7.2431550e+01,3.2757320e+01,2.1872766e+02,5.4087657e-01,-3.0481124e+00,3.3920083e+00,5.0886453e+00,4.9304197e-01,-7.8539556e-01,0.0000000e+00,4.6399985e+01,4.1376741e+01,3.2999612e+01,3.6279333e+01,4.1910576e+01,3.3067418e+01,2.6861589e+01,2.5337873e+01,2.4580429e+01,3.1185345e+01,2.6699819e+01,0.0000000e+00,0.0,000000609,,,,
0.0000000e+00,1.8249392e-01,1.0000000e+01,5.4204776e-02,1.8249186e-01,0.0000000e+00,8.7234351e+00,2.0015945e-01,1.6004743e+00,1.7149457e+02,-3.6284350e+00,4.1516856e+00,5.4246637e-01,3.0462859e-02,2.4251766e-01,1.8042202e+02,9.6135689e+01,1.8384043e+02,1.8100239e+02,5.4085106e-01,-2.4609162e+00,3.4938090e+00,5.0721032e+00,1.0218091e-01,-6.9539902e-01,0.0000000e+00,4.2268113e+01,3.7304538e+01,3.0423073e+01,3.3636115e+01,3.7901153e+01,3.0696525e+01,2.5594842e+01,2.4027219e+01,2.3344728e+01,2.9094377e+01,2.5281019e+01,0.0000000e+00,0.0,000000610,,,,
0.0000000e+00,8.5479477e-02,1.0000000e+01,3.5240267e-01,8.5479477e-02,0.0000000e+00,8.7994904e+00,1.9997311e-01,1.5999371e+00,-6.2262811e+01,-8.1737137e+00,2.1152373e+00,6.1849800e-01,3.0699850e-02,2.4440137e-01,-5.0431829e+01,-9.5579785e+01,9.4373454e+01,-5.2755124e+01,5.4088032e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000611,,,,
0.0000000e+00,5.8309879e-01,1.0000000e+01,-8.9039036e-01,5.8304763e-01,0.0000000e+00,8.7292368e+00,2.0010859e-01,1.6005034e+00,1.2147630e+02,-4.5552656e+00,-2.0139034e+00,5.4826603e-01,3.0475373e-02,2.4267208e-01,1.3714774e+02,5.7533345e+01,-7.2389766e+01,1.3098411e+02,5.4085326e-01,-8.2051469e-01,3.6810561e+00,4.7028707e+00,-9.4367786e-01,-2.4969239e-01,0.0000000e+00,3.5236203e+01,3.0860444e+01,2.5915386e+01,2.8397510e+01,3.1445729e+01,2.6048893e+01,2.2052021e+01,2.0585075e+01,2.0048137e+01,2.4894437e+01,2.1688862e+01,0.0000000e+00,0.0,000000612,,,,
0.0000000e+00,1.6731881e+00,1.0000000e+01,-5.5518972e-01,5.4288154e-01,1.0000000e+00,8.7152408e+00,2.0013517e-01,1.6002547e+00,6.8614506e+01,-6.3349318e+00,1.5050363e+00,5.3427576e-01,3.0430555e-02,2.4227244e-01,8.0798151e+01,-1.5888425e+01,7.1710463e+01,7.8122292e+01,5.4084790e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000613,,,,
0.0000000e+00,9.5434146e-01,1.0000000e+01,3.1233484e-01,9.5410702e-01,0.0000000e+00,8.7632502e+00,1.9992402e-01,1.6001447e+00,2.6540012e+02,-1.0445576e+01,8.8754674e-01,5.8226933e-01,3.0565907e-02,2.4349657e-01,2.7877101e+02,-1.8740463e+02,5.1494519e+01,2.7490782e+02,5.4086637e-01,-8.7505516e-02,3.7319400e+00,4.3876352e+00,2.9672421e-01,1.5044306e-02,0.0000000e+00,3.3097971e+01,2.8806645e+01,2.4052014e+01,2.6427918e+01,2.9386658e+01,2.4169363e+01,2.0360845e+01,1.9057057e+01,1.8542032e+01,2.3072917e+01,2.0056962e+01,0.0000000e+00,0.0,000000614,,,,
0.0000000e+00,1.2820819e+00,1.0000000e+01,-6.0920427e-01,5.4210580e-01,1.0000000e+00,8.7800723e+00,1.9969870e-01,1.5999913e+00,9.0969930e+01,-5.9768309e+00,1.4641506e+00,5.9908643e-01,3.0590069e-02,2.4390785e-01,1.0313114e+02,-2.8531802e+00,7.1049222e+01,1.0047753e+02,5.4087287e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000615,,,,
0.0000000e+00,1.0621149e+00,1.0000000e+01,-4.0866454e-01,5.4329312e-01,1.0000000e+00,8.7741799e+00,1.9951985e-01,1.5997810e+00,9.1979719e+01,-4.5668298e+00,2.1268262e+00,5.9319702e-01,3.0542165e-02,2.4372339e-01,1.0322407e+02,5.5961190e+01,9.8588484e+01,1.0148723e+02,5.4087061e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000616,,,,
0.0000000e+00,2.7634655e-01,1.0000000e+01,2.3613733e-01,2.7634296e-01,0.0000000e+00,8.7159753e+00,1.9990227e-01,1.6003791e+00,-9.8393255e+01,-9.8353511e+00,-3.2154017e+00,5.3500966e-01,3.0397702e-02,2.4231034e-01,-8.0607685e+01,-1.6110304e+02,-1.2757544e+02,-8.8885535e+01,5.4084820e-01,-2.1871933e+00,3.4926375e+00,4.9628061e+00,2.9350762e-01,-5.5619447e-01,0.0000000e+00,4.1603134e+01,3.6745380e+01,2.9779984e+01,3.3013798e+01,3.7339490e+01,3.0051751e+01,2.4882159e+01,2.3341270e+01,2.2659413e+01,2.8428878e+01,2.4582054e+01,0.0000000e+00,0.0,000000617,,,,
0.0000000e+00,2.4899899e-01,1.0000000e+01,1.9327434e-01,2.4899580e-01,0.0000000e+00,8.7411354e+00,2.0013562e-01,1.6000293e+00,-7.3728450e+01,-1.2422230e+01,-6.8311960e+00,5.6016238e-01,3.0521042e-02,2.4290739e-01,-5.1689852e+01,-2.6936779e+02,-2.7709955e+02,-6.4220693e+01,5.4085785e-01,-2.2867463e+00,3.4894794e+00,4.9955040e+00,2.4871295e-01,-5.9965490e-01,0.0000000e+00,4.1998978e+01,3.7096051e+01,3.0078908e+01,3.3303494e+01,3.7688586e+01,3.0337780e+01,2.5134593e+01,2.3584729e+01,2.2899704e+01,2.8709049e+01,2.4837326e+01,0.0000000e+00,0.0,000000618,,,,
0.0000000e+00,1.9348407e-01,1.0000000e+01,-6.5555615e-02,1.9348166e-01,0.0000000e+00,8.7790313e+00,1.9956053e-01,1.6001798e+00,-1.3544204e+02,-2.7059853e+00,-3.1643637e+00,5.9804511e-01,3.0565277e-02,2.4390982e-01,-1.1869999e+02,1.3252765e+02,-1.2736806e+02,-1.2593447e+02,5.4087245e-01,-2.3197082e+00,3.5155264e+00,5.0596903e+00,-2.2738711e-02,-6.6822982e-01,0.0000000e+00,4.1333678e+01,3.6384679e+01,2.9905096e+01,3.3042579e+01,3.6985735e+01,3.0187708e+01,2.5329437e+01,2.3758560e+01,2.3083825e+01,2.8665245e+01,2.4985690e+01,0.0000000e+00,0.0,000000619,,,,
0.0000000e+00,3.0951366e-01,1.0000000e+01,-6.0927812e-02,3.0950835e-01,0.0000000e+00,8.7970234e+00,2.0017432e-01,1.5995691e+00,2.4637856e+01,-6.7509391e+00,-8.1738157e-01,6.1603319e-01,3.0722130e-02,2.4428112e-01,3.9393708e+01,-3.5836777e+01,-2.5660589e+01,3.4145566e+01,5.4087943e-01,-1.8940583e+00,3.5412082e+00,4.9423485e+00,-1.7483290e-02,-5.0676836e-01,0.0000000e+00,3.9792431e+01,3.4905408e+01,2.8752709e+01,3.1786756e+01,3.5506210e+01,2.9015705e+01,2.4338719e+01,2.2767558e+01,2.2101364e+01,2.7564765e+01,2.3972501e+01,1.0000000e+00,0.0,000000620,-1.5959988e+00,6.1705213e-01,9.9365248e-01,7.9894873e+00
0.0000000e+00,3.0754902e-01,1.0000000e+01,-6.0927812e-02,3.0754377e-01,0.0000000e+00,6.1603319e-01,3.0722130e-02,2.4428112e-01,,,,8.7970234e+00,2.0017432e-01,1.5995691e+00,,,,,5.4087943e-01,-1.9000198e+00,3.5407592e+00,4.9437211e+00,-1.7482828e-02,-5.0885120e-01,0.0000000e+00,3.9814397e+01,3.4926626e+01,2.8768888e+01,3.1804759e+01,3.5527447e+01,2.9032302e+01,2.4352385e+01,2.2781379e+01,2.2115020e+01,2.7580142e+01,2.3986581e+01,2.0000000e+00,000000620,000000621,-1.5959988e+00,6.1705213e-01,9.9365248e-01,7.9894873e+00
0.0000000e+00,6.3432629e-01,1.0000000e+01,-3.7285373e-01,6.3426954e-01,0.0000000e+00,8.7665570e+00,1.9998423e-01,1.5998041e+00,-1.9397380e+02,-6.2193902e+00,4.2961716e+00,5.8557636e-01,3.0586655e-02,2.4352993e-01,-1.8471917e+02,-1.3555558e+01,1.8124478e+02,-1.8446613e+02,5.4086769e-01,-7.8507010e-01,3.6672986e+00,4.6490338e+00,-4.1440617e-01,-2.0445504e-01,0.0000000e+00,3.5339526e+01,3.0866340e+01,2.5831838e+01,2.8357969e+01,3.1457635e+01,2.5968633e+01,2.1915689e+01,2.0396220e+01,1.9855514e+01,2.4802424e+01,2.1533234e+01,0.0000000e+00,0.0,000000622,,,,
0.0000000e+00,9.1972985e-02,1.0000000e+01,-5.1399533e-01,9.1972985e-02,0.0000000e+00,8.8346931e+00,2.0037715e-01,1.6002393e+00,-1.4784466e+02,-4.6505886e+00,-3.5033787e+00,6.5368737e-01,3.0884939e-02,2.4535768e-01,-1.3042075e+02,5.0329228e+01,-1.4271747e+02,-1.3833679e+02,5.4089391e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000623,,,,
0.0000000e+00,9.7875931e-02,1.0000000e+01,3.4064329e-01,9.7875931e-02,0.0000000e+00,8.8963236e+00,2.0010178e-01,1.6004933e+00,2.3861674e+01,-9.9370664e+00,-4.5728633e-01,7.1529595e-01,3.1057646e-02,2.4699012e-01,3.8715693e+01,-1.7338577e+02,-1.0884745e+01,3.3369480e+01,5.4091769e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000624,,,,
0.0000000e+00,8.7143078e-02,1.0000000e+01,1.2455343e-02,8.7143078e-02,0.0000000e+00,8.8557185e+00,1.9994601e-01,1.5996040e+00,-4.7731037e+01,-8.8192439e+00,1.7195365e+00,6.7470831e-01,3.0891839e-02,2.4580297e-01,-3.5387859e+01,-1.2480554e+02,7.8706611e+01,-3.8223402e+01,5.4090202e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000625,,,,
0.0000000e+00,3.9846404e-01,1.0000000e+01,2.8520711e-01,3.9845662e-01,0.0000000e+00,8.8611760e+00,2.0031429e-01,1.6003323e+00,1.7840298e+01,-7.2732145e+00,-1.0278260e+00,6.8016091e-01,3.0967800e-02,2.4605659e-01,3.2918406e+01,-5.9851260e+01,-3.4921637e+01,2.7348157e+01,5.4090410e-01,-1.7412513e+00,3.5310924e+00,4.8587134e+00,3.3292497e-01,-4.1013328e-01,0.0000000e+00,3.9720077e+01,3.4961913e+01,2.8490707e+01,3.1627717e+01,3.5557226e+01,2.8772609e+01,2.3899796e+01,2.2333632e+01,2.1670922e+01,2.7243579e+01,2.3547393e+01,0.0000000e+00,0.0,000000626,,,,
0.0000000e+00,1.8697768e-01,1.0000000e+01,-3.9458845e-01,1.8697500e-01,0.0000000e+00,8.8568871e+00,2.0037359e-01,1.5996331e+00,3.3073533e+00,-1.0482804e+01,-3.2836358e+00,6.7587625e-01,3.0961984e-02,2.4583767e-01,2.1307489e+01,-1.9450130e+02,-1.2995784e+02,1.2815143e+01,5.4090250e-01,-2.2530302e+00,3.5451207e+00,5.0947910e+00,-3.6104335e-01,-6.9407932e-01,0.0000000e+00,4.0605363e+01,3.5621231e+01,2.9630470e+01,3.2594590e+01,3.6221438e+01,2.9870343e+01,2.5293513e+01,2.3712238e+01,2.3041518e+01,2.8471658e+01,2.4917819e+01,0.0000000e+00,0.0,000000627,,,,
0.0000000e+00,5.5164963e-01,1.0000000e+01,-4.9453261e-01,5.5161722e-01,0.0000000e+00,8.8070357e+00,2.0004748e-01,1.6001498e+00,-8.5958529e+01,-6.8423026e+00,1.9394506e+00,6.2603984e-01,3.0737598e-02,2.4462904e-01,-7.4124691e+01,-4.0368818e+01,8.6500247e+01,-7.6450787e+01,5.4088324e-01,-1.0490735e+00,3.6323299e+00,4.7127193e+00,-5.2588217e-01,-2.6651937e-01,0.0000000e+00,3.6416520e+01,3.1779100e+01,2.6522697e+01,2.9156269e+01,3.2375833e+01,2.6674451e+01,2.2497167e+01,2.0901616e+01,2.0328254e+01,2.5463935e+01,2.2084328e+01,1.0000000e+00,0.0,000000628,-1.0065451e+00,7.8485958e-01,4.2281612e-01,3.3688346e+00
0.0000000e+00,2.3324636e-01,1.0000000e+01,-4.9453261e-01,2.3324235e-01,0.0000000e+00,6.2603984e-01,3.0737598e-02,2.4462904e-01,,,,8.8070357e+00,2.0004748e-01,1.6001498e+00,,,,,5.4088324e-01,-2.0367417e+00,3.5606661e+00,5.0376586e+00,-4.6255708e-01,-6.1702591e-01,0.0000000e+00,3.9791697e+01,3.4841744e+01,2.9041416e+01,3.1923428e+01,3.5442144e+01,2.9254508e+01,2.4789034e+01,2.3216403e+01,2.2549537e+01,2.7909379e+01,2.4405862e+01,2.0000000e+00,000000628,000000629,-1.0065451e+00,7.8485958e-01,4.2281612e-01,3.3688346e+00
0.0000000e+00,4.8297226e-01,1.0000000e+01,-6.0441771e-01,4.8295257e-01,0.0000000e+00,8.8681058e+00,2.0050968e-01,1.5999802e+00,1.7862669e+02,-1.0132107e+01,-3.8454795e+00,6.8708962e-01,3.1022253e-02,2.4618124e-01,1.9713435e+02,-1.7970031e+02,-1.4921289e+02,1.8813457e+02,5.4090679e-01,-1.2763048e+00,3.6089924e+00,4.7884357e+00,-6.2351373e-01,-3.3346006e-01,0.0000000e+00,3.7281556e+01,3.2530790e+01,2.7112755e+01,2.9821320e+01,3.3131405e+01,2.7278245e+01,2.3029806e+01,2.1449465e+01,2.0835158e+01,2.6032856e+01,2.2625207e+01,0.0000000e+00,0.0,000000630,,,,
0.0000000e+00,2.3070440e-01,1.0000000e+01,1.1608117e-01,2.3070147e-01,0.0000000e+00,8.8868232e+00,2.0035901e-01,1.6004072e+00,-7.7892766e+01,-6.6098814e+00,1.9094693e+00,7.0579907e-01,3.1064363e-02,2.4673115e-01,-6.6071974e+01,-3.3137683e+01,8.6179098e+01,-6.8384880e+01,5.4091400e-01,-2.3013203e+00,3.4966330e+00,5.0151026e+00,1.6762030e-01,-6.2124893e-01,0.0000000e+00,4.1870091e+01,3.6945556e+01,3.0080208e+01,3.3277981e+01,3.7540626e+01,3.0344270e+01,2.5237075e+01,2.3678978e+01,2.2996307e+01,2.8745169e+01,2.4926296e+01,0.0000000e+00,0.0,000000631,,,,
0.0000000e+00,2.1048685e-01,1.0000000e+01,1.7479584e-01,2.1048435e-01,0.0000000e+00,8.8311413e+00,2.0006269e-01,1.6000938e+00,-8.1970593e+01,-9.1569407e+00,-7.1354162e-01,6.5013747e-01,3.0824074e-02,2.4524345e-01,-6.6932142e+01,-1.3802487e+02,-2.4202897e+01,-7.2462854e+01,5.4089254e-01,-2.4552247e+00,3.4793449e+00,5.0419587e+00,2.2949690e-01,-6.6362504e-01,0.0000000e+00,4.2765432e+01,3.7809195e+01,3.0619009e+01,3.3857911e+01,3.8398827e+01,3.0862613e+01,2.5553264e+01,2.3995710e+01,2.3304957e+01,2.9204642e+01,2.5268065e+01,0.0000000e+00,0.0,000000632,,,,
0.0000000e+00,9.4951914e-02,1.0000000e+01,2.9218159e-01,9.4951914e-02,0.0000000e+00,8.8192561e+00,1.9972904e-01,1.6004333e+00,-4.5974428e+01,-5.3863245e+00,-8.9273182e-02,6.3825517e-01,3.0731249e-02,2.4498851e-01,-3.2177314e+01,2.0253183e+01,2.8588389e+00,-3.6466763e+01,5.4088795e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000633,,,,
0.0000000e+00,8.1114890e-01,1.0000000e+01,8.7362251e-02,8.1102960e-01,0.0000000e+00,8.8050639e+00,2.0005122e-01,1.5994559e+00,4.9805561e+01,-7.3712983e+00,-5.5034113e-01,6.2407150e-01,3.0731301e-02,2.4447148e-01,6.4356348e+01,-6.1901116e+01,-1.3899200e+01,5.9313213e+01,5.4088247e-01,-4.2759544e-01,3.7004097e+00,4.5288372e+00,6.1471472e-02,-9.1939965e-02,0.0000000e+00,3.4189647e+01,2.9798763e+01,2.4917186e+01,2.7365271e+01,3.0389758e+01,2.5044364e+01,2.1118424e+01,1.9712920e+01,1.9187275e+01,2.3915288e+01,2.0779803e+01,0.0000000e+00,0.0,000000634,,,,
0.0000000e+00,2.7249613e-01,1.0000000e+01,1.6581988e-01,2.7249244e-01,0.0000000e+00,8.8270143e+00,1.9991044e-01,1.6004638e+00,-3.5605176e+02,-7.2787765e+00,3.1122441e+00,6.4601051e-01,3.0786217e-02,2.4519377e-01,-3.4533455e+02,-6.0227230e+01,1.2875907e+02,-3.4654403e+02,5.4089093e-01,-2.1549716e+00,3.5019474e+00,4.9679786e+00,2.1972334e-01,-5.5870351e-01,0.0000000e+00,4.1327921e+01,3.6455036e+01,2.9658043e+01,3.2853934e+01,3.7050981e+01,2.9930289e+01,2.4863715e+01,2.3314450e+01,2.2635426e+01,2.8341671e+01,2.4549135e+01,0.0000000e+00,0.0,000000635,,,,
0.0000000e+00,3.6181123e-01,1.0000000e+01,-5.7568907e-01,3.6180274e-01,0.0000000e+00,8.8536064e+00,1.9961767e-01,1.6001276e+00,5.2237034e+01,-7.4623676e+00,-3.7255458e-01,6.7259506e-01,3.0833747e-02,2.4582930e-01,6.6614567e+01,-6.7412162e+01,-6.5031449e+00,6.1744620e+01,5.4090118e-01,-1.6665612e+00,3.5768895e+00,4.9253705e+00,-5.6795391e-01,-4.6438241e-01,0.0000000e+00,3.8654807e+01,3.3763136e+01,2.8108040e+01,3.0923651e+01,3.4364028e+01,2.8300303e+01,2.3921635e+01,2.2356860e+01,2.1698378e+01,2.6996153e+01,2.3532940e+01,0.0000000e+00,0.0,000000636,,,,
0.0000000e+00,2.7490321e-01,1.0000000e+01,3.7859147e-01,2.7490015e-01,0.0000000e+00,8.8696608e+00,1.9983792e-01,1.5998092e+00,1.3979459e+02,-3.4679835e+00,-2.0414232e+00,6.8864519e-01,3.0923745e-02,2.4619496e-01,1.5537361e+02,1.0028053e+02,-7.4414481e+01,1.4930221e+02,5.4090738e-01,-2.2658214e+00,3.4619987e+00,4.9293778e+00,4.5499952e-01,-5.3423100e-01,0.0000000e+00,4.2658001e+01,3.7799512e+01,3.0369627e+01,3.3639582e+01,3.8375967e+01,3.0585436e+01,2.5048736e+01,2.3536206e+01,2.2817220e+01,2.8871104e+01,2.4799121e+01,0.0000000e+00,0.0,000000637,,,,
0.0000000e+00,1.3741650e+00,1.0000000e+01,1.5071868e-01,5.4162026e-01,1.0000000e+00,8.8970061e+00,1.9961440e-01,1.5998159e+00,1.1536197e+02,-5.6496916e+00,-2.0082620e-01,7.1598128e-01,3.0984388e-02,2.4690260e-01,1.2927177e+02,7.7226645e+00,2.2920626e+00,1.2486952e+02,5.4091793e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000638,,,,
0.0000000e+00,2.7100237e-01,1.0000000e+01,1.7215724e-01,2.7099872e-01,0.0000000e+00,8.8688788e+00,1.9989152e-01,1.6003318e+00,-1.2789999e+02,-4.0232534e+00,1.5287857e+00,6.8786133e-01,3.0929305e-02,2.4625561e-01,-1.1602780e+02,7.6000461e+01,6.8725367e+01,-1.1839228e+02,5.4090708e-01,-2.1664856e+00,3.5004704e+00,4.9696447e+00,2.2638588e-01,-5.6150644e-01,0.0000000e+00,4.1407010e+01,3.6532819e+01,2.9709522e+01,3.2909962e+01,3.7128428e+01,2.9980834e+01,2.4898010e+01,2.3349209e+01,2.2669562e+01,2.8387173e+01,2.4585558e+01,0.0000000e+00,0.0,000000639,,,,
0.0000000e+00,2.5608332e-01,1.0000000e+01,1.8527880e-01,2.5607999e-01,0.0000000e+00,8.8761400e+00,1.9967033e-01,1.5997706e+00,-2.0724166e+02,-1.0397179e+01,-7.6485277e-01,6.9512236e-01,3.0920383e-02,2.4635640e-01,-1.9191504e+02,-1.9259907e+02,-2.9750247e+01,-1.9773410e+02,5.4090989e-01,-2.2461081e+00,3.4932724e+00,4.9869036e+00,2.4026116e-01,-5.8692171e-01,0.0000000e+00,4.1818536e+01,3.6925096e+01,2.9975568e+01,3.3192041e+01,3.7518759e+01,3.0238938e+01,2.5077747e+01,2.3528182e+01,2.2844988e+01,2.8622374e+01,2.4775147e+01,0.0000000e+00,0.0,000000640,,,,
0.0000000e+00,7.7832830e-01,1.0000000e+01,2.9325390e-01,7.7825168e-01,0.0000000e+00,8.9889276e+00,2.0018543e-01,1.6000901e+00,-5.5820662e+01,-5.6776898e+00,-3.4201888e+00,8.0787011e-01,3.1394058e-02,2.4932091e-01,-3.8289715e+01,3.4844672e+00,-1.3935599e+02,-4.6312879e+01,5.4095334e-01,-6.3656497e-01,3.6631428e+00,4.5719136e+00,2.9831088e-01,-1.2189085e-01,0.0000000e+00,3.5166116e+01,3.0587847e+01,2.5490425e+01,2.8048894e+01,3.1189221e+01,2.5630117e+01,2.1557573e+01,2.0040545e+01,1.9489883e+01,2.4461897e+01,2.1178525e+01,1.0000000e+00,0.0,000000641,-3.6018596e-01,1.5404910e+00,9.7941763e-01,6.6623282e+00
0.0000000e+00,7.6230846e-01,1.0000000e+01,2.9325390e-01,7.6223927e-01,0.0000000e+00,8.0787011e-01,3.1394058e-02,2.4932091e-01,,,,8.9889276e+00,2.0018543e-01,1.6000901e+00,,,,,5.4095334e-01,-6.8735080e-01,3.6552988e+00,4.5820293e+00,2.9967098e-01,-1.3159577e-01,0.0000000e+00,3.5386960e+01,3.0775086e+01,2.5625792e+01,2.8209306e+01,3.1376045e+01,2.5769705e+01,2.1662740e+01,2.0119078e+01,1.9563360e+01,2.4589878e+01,2.1273148e+01,2.0000000e+00,000000641,000000642,-3.6018596e-01,1.5404910e+00,9.7941763e-01,6.6623282e+00
0.0000000e+00,8.3724873e-02,1.0000000e+01,1.3496425e-01,8.3724873e-02,0.0000000e+00,8.9715518e+00,1.9951733e-01,1.6001337e+00,-7.8934039e+01,-6.5141861e+00,2.3171024e+00,7.9050034e-01,3.1228800e-02,2.4887865e-01,-6.7589436e+01,-3.1726930e+01,1.0424986e+02,-6.9426488e+01,5.4094666e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000643,,,,
0.0000000e+00,8.8288636e-02,1.0000000e+01,-1.9472171e-02,8.8288636e-02,0.0000000e+00,8.9406453e+00,1.9984927e-01,1.5999400e+00,6.2277561e+01,-4.5723699e+00,3.5018286e+00,7.5960494e-01,3.1172997e-02,2.4804961e-01,7.1996857e+01,5.2013732e+01,1.5775597e+02,7.1785205e+01,5.4093474e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000644,,,,
0.0000000e+00,8.0821307e-02,1.0000000e+01,-7.3895620e-01,8.0821307e-02,0.0000000e+00,8.9882426e+00,1.9978659e-01,1.5995405e+00,1.6114310e+02,-2.1763906e+00,1.6430432e+00,8.0718770e-01,3.1329130e-02,2.4921700e-01,1.7250300e+02,1.5342269e+02,8.1926799e+01,1.7065067e+02,5.4095310e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000645,,,,
0.0000000e+00,4.5893610e+00,1.0000000e+01,2.9818114e-01,5.4224120e-01,1.0000000e+00,8.9990013e+00,1.9999333e-01,1.6001005e+00,7.3757602e+01,-2.8608431e+00,6.9799657e-01,8.1794040e-01,3.1399081e-02,2.4958289e-01,8.6288934e+01,1.2381306e+02,3.9451648e+01,8.3265318e+01,5.4095721e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000646,,,,
0.0000000e+00,8.8525300e-02,1.0000000e+01,-7.8526223e-02,8.8525300e-02,0.0000000e+00,8.9611024e+00,1.9968394e-01,1.6002610e+00,-3.5744065e+01,-7.6929637e+00,-6.1430417e-01,7.8005391e-01,3.1218473e-02,2.4862847e-01,-2.1018462e+01,-8.1315877e+01,-1.9233112e+01,-2.6236438e+01,5.4094261e-01,,,,,,,,,,,,,,,,,,0.0000000e+00,0.0,000000647,,,,
