     r      z          rho        v_phi  sigma_phi    sigma_r    sigma_z
0.0051 0.0048    1781.7540 4.402486e+01  64.301907  69.350823  72.432892
0.0052 0.0048    1769.6690 4.425454e+01  64.152579  69.220718  72.240065
0.0053 0.0048    1757.1500 4.447630e+01  64.008870  69.093274  72.054615
0.0054 0.0048    1744.2290 4.468872e+01  63.872314  68.969526  71.873068
0.0055 0.0048    1730.9380 4.489323e+01  63.740945  68.848445  71.693928
0.0056 0.0048    1717.3070 4.509084e+01  63.615091  68.730274  71.523763
0.0057 0.0048    1703.3630 4.528037e+01  63.495476  68.614803  71.356150
0.0058 0.0048    1689.1330 4.546310e+01  63.381238  68.502383  71.198940
0.0059 0.0048    1674.6440 4.563934e+01  63.271017  68.392969  71.039826
0.0060 0.0048    1659.9190 4.581024e+01  63.167297  68.286711  70.872079
0.0061 0.0048    1644.9820 4.597400e+01  63.067144  68.183336  70.725447
0.0062 0.0048    1629.8540 4.613208e+01  62.972422  68.082583  70.585805
0.0063 0.0048    1614.5570 4.628427e+01  62.882330  67.984576  70.449163
0.0064 0.0048    1599.1100 4.643107e+01  62.796671  67.888066  70.318806
0.0065 0.0048    1583.5320 4.657294e+01  62.714585  67.796449  70.189390
0.0066 0.0048    1567.8400 4.670847e+01  62.637277  67.705719  70.080160
0.0067 0.0048    1552.0530 4.684103e+01  62.563041  67.618037  69.957841
0.0068 0.0048    1536.1850 4.696956e+01  62.492591  67.532982  69.839085
0.0069 0.0048    1520.2520 4.709353e+01  62.426469  67.450609  69.728804
0.0070 0.0048    1504.2680 4.721381e+01  62.363838  67.370843  69.618866
0.0071 0.0048    1488.2470 4.732981e+01  62.304094  67.294000  69.516045
0.0072 0.0048    1472.2020 4.744219e+01  62.247907  67.218895  69.414641
0.0073 0.0048    1456.1450 4.755091e+01  62.194766  67.145509  69.316370
0.0074 0.0048    1440.0880 4.765580e+01  62.145034  67.076820  69.224841
0.0075 0.0048    1424.0410 4.775848e+01  62.098163  67.008140  69.130472
0.0076 0.0048    1408.0150 4.785879e+01  62.054443  66.943268  69.028426
0.0077 0.0048    1392.0190 4.795317e+01  62.013424  66.878965  68.957704
0.0078 0.0048    1376.0630 4.804565e+01  61.975881  66.817876  68.875262
0.0079 0.0048    1360.1550 4.813600e+01  61.940367  66.758950  68.797194
0.0080 0.0048    1344.3040 4.822428e+01  61.907006  66.700696  68.718765
0.0081 0.0048    1328.5170 4.830891e+01  61.876562  66.646865  68.647513
0.0082 0.0048    1312.8010 4.839155e+01  61.848344  66.594638  68.577492
0.0083 0.0048    1297.1630 4.847168e+01  61.822495  66.543829  68.510663
0.0084 0.0048    1281.6090 4.855020e+01  61.799496  66.494662  68.446931
0.0085 0.0048    1266.1450 4.862690e+01  61.778005  66.448752  68.381516
0.0086 0.0048    1250.7780 4.870018e+01  61.759039  66.404380  68.322162
0.0087 0.0048    1235.5110 4.877210e+01  61.739691  66.360994  68.258695
0.0088 0.0048       0.0000 4.884233e+01  61.724334  66.319929  68.204649
0.0089 0.0048       0.0000 4.891086e+01  61.709404  66.280178  68.153186
0.0090 0.0048       0.0000 4.897698e+01  61.697488  66.243005  68.103013
0.0091 0.0048       0.0000 4.904166e+01  61.687011  66.206807  68.054363
0.0092 0.0048       0.0000 4.910503e+01  61.678266  66.173009  68.006439
0.0093 0.0048       0.0000 4.916700e+01  61.670885  66.140329  67.960628
0.0094 0.0048       0.0000 4.922691e+01  61.665546  66.109855  67.921413
0.0095 0.0048       0.0000 4.928618e+01  61.661600  66.080461  67.876351
0.0096 0.0048       0.0000 4.934368e+01  61.659048  66.053099  67.837665
0.0097 0.0048       0.0000 4.940002e+01  61.657863  66.027058  67.797944
0.0098 0.0048       0.0000 4.945505e+01  61.658288  66.002614  67.761072
0.0099 0.0048       0.0000 4.950869e+01  61.659996  65.979767  67.728946
0.0100 0.0048       0.0000 4.956138e+01  61.662702  65.958105  67.696949
0.0000 0.0049    1379.8870 1.186666e-13  51.544342  51.543973  55.173882
0.0001 0.0049    1380.8710 1.561737e+00  78.916276  78.774167  88.443392
0.0002 0.0049    1383.8130 3.189883e+00  78.904014  78.648262  88.123675
0.0003 0.0049    1388.6760 4.851702e+00  78.835389  78.498006  87.808278
0.0004 0.0049    1395.4030 6.527239e+00  78.713833  78.329794  87.486019
0.0005 0.0049    1403.9150 8.200133e+00  78.545897  78.143608  87.149456
0.0006 0.0049    1414.1110 9.854226e+00  78.332595  77.951972  86.805132
0.0007 0.0049    1425.8720 1.148040e+01  78.082078  77.750951  86.451018
0.0008 0.0049    1439.0660 1.306702e+01  77.798654  77.546033  86.097285
0.0009 0.0049    1453.5430 1.461115e+01  77.485840  77.335321  85.734246
0.0010 0.0049    1469.1440 1.610580e+01  77.148432  77.122776  85.363494
0.0011 0.0049    1485.7010 1.754857e+01  76.788156  76.905622  84.983324
0.0012 0.0049    1503.0400 1.893411e+01  76.414667  76.691367  84.632363
0.0013 0.0049    1520.9850 2.026472e+01  76.026014  76.473365  84.255870
0.0014 0.0049    1539.3570 2.154034e+01  75.628707  76.254841  83.882980
0.0015 0.0049    1557.9830 2.276129e+01  75.223047  76.036589  83.508945
0.0016 0.0049    1576.6900 2.392816e+01  74.813181  75.818042  83.136505
0.0017 0.0049    1595.3150 2.504105e+01  74.401360  75.599342  82.762428
0.0018 0.0049    1613.7020 2.610426e+01  73.989310  75.382686  82.382414
0.0019 0.0049    1631.7060 2.711792e+01  73.579100  75.167062  82.014774
0.0020 0.0049    1649.1920 2.808352e+01  73.172243  74.951824  81.641480
0.0021 0.0049    1666.0370 2.900634e+01  72.768575  74.740769  81.273623
0.0022 0.0049    1682.1330 2.988417e+01  72.372279  74.528983  80.913960
0.0023 0.0049    1697.3840 3.072101e+01  71.981690  74.320454  80.557836
0.0024 0.0049    1711.7060 3.151930e+01  71.597751  74.113481  80.200681
0.0025 0.0049    1725.0300 3.228086e+01  71.220649  73.908694  79.847043
0.0026 0.0049    1737.3010 3.300512e+01  70.853780  73.706436  79.501639
0.0027 0.0049    1748.4740 3.369710e+01  70.494229  73.507193  79.161248
0.0028 0.0049    1758.5160 3.435680e+01  70.144621  73.309748  78.825503
0.0029 0.0049    1767.4080 3.498634e+01  69.804051  73.115263  78.494723
0.0030 0.0049    1775.1360 3.558658e+01  69.474099  72.923102  78.172749
0.0031 0.0049    1781.7000 3.616034e+01  69.151277  72.733697  77.848842
0.0032 0.0049    1787.1060 3.670843e+01  68.838960  72.546119  77.535904
0.0033 0.0049    1791.3660 3.723073e+01  68.536038  72.362919  77.232155
0.0034 0.0049    1794.5010 3.773097e+01  68.242283  72.181736  76.925970
0.0035 0.0049    1796.5360 3.820942e+01  67.957932  72.004259  76.632603
0.0036 0.0049    1797.5000 3.866693e+01  67.683732  71.829295  76.343770
0.0037 0.0049    1797.4260 3.910265e+01  67.417624  71.656478  76.062106
0.0038 0.0049    1796.3500 3.952088e+01  67.161639  71.486714  75.787400
0.0039 0.0049    1794.3110 3.992057e+01  66.913970  71.321049  75.522470
0.0040 0.0049    1791.3470 4.030505e+01  66.674759  71.156047  75.250939
0.0041 0.0049    1787.5010 4.067289e+01  66.442945  70.995269  74.992892
0.0042 0.0049    1782.8130 4.102387e+01  66.221826  70.836996  74.743925
0.0043 0.0049    1777.3250 4.136015e+01  66.008168  70.681429  74.498389
0.0044 0.0049    1771.0790 4.168409e+01  65.801627  70.529125  74.259165
0.0045 0.0049    1764.1160 4.199436e+01  65.602763  70.379968  74.025951
0.0046 0.0049    1756.4750 4.229182e+01  65.411850  70.233560  73.798812
0.0047 0.0049    1748.1970 4.257788e+01  65.227346  70.089761  73.575049
0.0048 0.0049    1739.3190 4.285247e+01  65.050821  69.948739  73.358419
0.0049 0.0049    1729.8790 4.311669e+01  64.879926  69.811055  73.147101
0.0050 0.0049    1719.9130 4.336823e+01  64.717866  69.676376  72.944681
0.0051 0.0049    1709.4550 4.361173e+01  64.561353  69.544063  72.743164
0.0052 0.0049    1698.5390 4.384543e+01  64.411046  69.414943  72.552691
0.0053 0.0049    1687.1970 4.407035e+01  64.266685  69.288872  72.362728
0.0054 0.0049    1675.4580 4.428638e+01  64.129015  69.164817  72.182206
0.0055 0.0049    1663.3530 4.449521e+01  63.996615  69.044862  72.006878
0.0056 0.0049    1650.9100 4.469627e+01  63.869071  68.926853  71.833920
0.0057 0.0049    1638.1540 4.488973e+01  63.747951  68.812268  71.664397
0.0058 0.0049    1625.1110 4.507631e+01  63.632511  68.699518  71.500126
0.0059 0.0049    1611.8060 4.525701e+01  63.521287  68.590066  71.344936
0.0060 0.0049    1598.2610 4.543158e+01  63.415597  68.484727  71.177560
0.0061 0.0049    1584.4980 4.559643e+01  63.315411  68.382536  71.035008
0.0062 0.0049    1570.5390 4.576001e+01  63.217583  68.279713  70.882817
0.0063 0.0049    1556.4020 4.591672e+01  63.125420  68.182032  70.745594
0.0064 0.0049    1542.1070 4.606805e+01  63.037572  68.085391  70.611380
0.0065 0.0049    1527.6710 4.621286e+01  62.954178  67.996270  70.488149
0.0066 0.0049    1513.1120 4.635437e+01  62.874195  67.903775  70.354308
0.0067 0.0049    1498.4450 4.648895e+01  62.798679  67.815096  70.247630
0.0068 0.0049    1483.6860 4.662140e+01  62.726905  67.729946  70.126556
0.0069 0.0049    1468.8490 4.674885e+01  62.658702  67.647117  70.014933
0.0070 0.0049    1453.9490 4.687293e+01  62.593532  67.566980  69.902734
0.0071 0.0049    1438.9980 4.699280e+01  62.532111  67.489609  69.793511
0.0072 0.0049    1424.0080 4.710923e+01  62.473442  67.413016  69.691467
0.0073 0.0049    1408.9920 4.722102e+01  62.418786  67.339879  69.591923
0.0074 0.0049    1393.9610 4.732994e+01  62.367140  67.269876  69.494846
0.0075 0.0049    1378.9250 4.743529e+01  62.319243  67.201589  69.403080
0.0076 0.0049    1363.8930 4.753765e+01  62.272993  67.135600  69.311610
0.0077 0.0049    1348.8770 4.763707e+01  62.230363  67.071180  69.223643
0.0078 0.0049    1333.8840 4.773443e+01  62.189781  67.009157  69.138741
0.0079 0.0049    1318.9230 4.782825e+01  62.152366  66.949479  69.056665
0.0080 0.0049    1304.0020 4.791847e+01  62.117680  66.891457  68.982068
0.0081 0.0049    1289.1290 4.800824e+01  62.085141  66.834049  68.905153
0.0082 0.0049    1274.3110 4.809302e+01  62.054982  66.780972  68.834613
0.0083 0.0049    1259.5540 4.817718e+01  62.027074  66.729827  68.763083
0.0084 0.0049    1244.8640 4.825844e+01  62.000779  66.681559  68.696074
0.0085 0.0049    1230.2490 4.833823e+01  61.977368  66.633086  68.636577
0.0086 0.0049    1215.7120 4.841440e+01  61.956511  66.587470  68.567889
0.0087 0.0049    1201.2600 4.848996e+01  61.936190  66.543943  68.502889
0.0088 0.0049       0.0000 4.856369e+01  61.918556  66.501717  68.447751
0.0089 0.0049       0.0000 4.863542e+01  61.901305  66.461312  68.391699
0.0090 0.0049       0.0000 4.870522e+01  61.887342  66.422679  68.337344
0.0091 0.0049       0.0000 4.877262e+01  61.875488  66.386258  68.285355
0.0092 0.0049       0.0000 4.883852e+01  61.864648  66.350831  68.239010
0.0093 0.0049       0.0000 4.890292e+01  61.855650  66.317354  68.192460
0.0094 0.0049       0.0000 4.896662e+01  61.848069  66.285327  68.145374
0.0095 0.0049       0.0000 4.902850e+01  61.842381  66.255121  68.104009
0.0096 0.0049       0.0000 4.908905e+01  61.837733  66.226782  68.060816
0.0097 0.0049       0.0000 4.914839e+01  61.834691  66.199449  68.019407
0.0098 0.0049       0.0000 4.920614e+01  61.833245  66.173985  67.981341
0.0099 0.0049       0.0000 4.926259e+01  61.833199  66.149694  67.944695
0.0100 0.0049       0.0000 4.931804e+01  61.834151  66.127347  67.910661
0.0000 0.0050    1311.4370 0.000000e+00  51.486988  51.486519  55.066594
0.0001 0.0050    1312.3640 1.537197e+00  78.961504  78.823109  88.509287
0.0002 0.0050    1315.1330 3.138895e+00  78.944969  78.697703  88.194770
0.0003 0.0050    1319.7130 4.773799e+00  78.876529  78.552795  87.887928
0.0004 0.0050    1326.0490 6.422464e+00  78.758453  78.386672  87.575048
0.0005 0.0050    1334.0690 8.067452e+00  78.592225  78.205896  87.244728
0.0006 0.0050    1343.6800 9.695211e+00  78.384331  78.017264  86.907779
0.0007 0.0050    1354.7730 1.129468e+01  78.140224  77.821480  86.565655
0.0008 0.0050    1367.2250 1.285848e+01  77.862825  77.621318  86.221651
0.0009 0.0050    1380.8990 1.437861e+01  77.557308  77.415961  85.869501
0.0010 0.0050    1395.6470 1.585074e+01  77.227534  77.208108  85.510127
0.0011 0.0050    1411.3130 1.727140e+01  76.878709  76.995117  85.146827
0.0012 0.0050    1427.7380 1.863834e+01  76.513134  76.785008  84.794912
0.0013 0.0050    1444.7570 1.995215e+01  76.134200  76.571410  84.426507
0.0014 0.0050    1462.2050 2.121052e+01  75.745713  76.357682  84.063384
0.0015 0.0050    1479.9190 2.241684e+01  75.350022  76.144211  83.698088
0.0016 0.0050    1497.7410 2.356857e+01  74.949199  75.929506  83.328713
0.0017 0.0050    1515.5180 2.466896e+01  74.547869  75.715428  82.962150
0.0018 0.0050    1533.1020 2.572085e+01  74.144411  75.503108  82.598978
0.0019 0.0050    1550.3590 2.672479e+01  73.742413  75.290872  82.228679
0.0020 0.0050    1567.1600 2.768215e+01  73.344007  75.081691  81.872472
0.0021 0.0050    1583.3910 2.859525e+01  72.949538  74.872182  81.511136
0.0022 0.0050    1598.9470 2.946652e+01  72.560429  74.664819  81.159296
0.0023 0.0050    1613.7370 3.029658e+01  72.176480  74.459233  80.801673
0.0024 0.0050    1627.6820 3.108970e+01  71.799795  74.255757  80.455637
0.0025 0.0050    1640.7130 3.184681e+01  71.429340  74.053559  80.108585
0.0026 0.0050    1652.7770 3.256758e+01  71.068327  73.855344  79.762785
0.0027 0.0050    1663.8280 3.325536e+01  70.714737  73.658865  79.430718
0.0028 0.0050    1673.8350 3.391306e+01  70.370007  73.463776  79.100938
0.0029 0.0050    1682.7730 3.454003e+01  70.034145  73.272513  78.774704
0.0030 0.0050    1690.6320 3.513869e+01  69.708145  73.082389  78.456514
0.0031 0.0050    1697.4040 3.571136e+01  69.389917  72.895748  78.139262
0.0032 0.0050    1703.0950 3.625846e+01  69.081194  72.711600  77.831127
0.0033 0.0050    1707.7130 3.678177e+01  68.781572  72.529810  77.522002
0.0034 0.0050    1711.2760 3.728180e+01  68.491188  72.351458  77.224227
0.0035 0.0050    1713.8030 3.776071e+01  68.209386  72.175383  76.933158
0.0036 0.0050    1715.3210 3.821828e+01  67.937227  72.002451  76.646460
0.0037 0.0050    1715.8590 3.865732e+01  67.672772  71.831772  76.365487
0.0038 0.0050    1715.4490 3.907616e+01  67.418344  71.664246  76.094631
0.0039 0.0050    1714.1240 3.947857e+01  67.171545  71.498283  75.822695
0.0040 0.0050    1711.9220 3.986343e+01  66.934126  71.336195  75.562985
0.0041 0.0050    1708.8800 4.023299e+01  66.704249  71.177065  75.304930
0.0042 0.0050    1705.0340 4.058698e+01  66.483091  71.020643  75.053012
0.0043 0.0050    1700.4240 4.092671e+01  66.268101  70.865620  74.803978
0.0044 0.0050    1695.0870 4.125215e+01  66.063347  70.714183  74.569767
0.0045 0.0050    1689.0620 4.156551e+01  65.864859  70.566847  74.337801
0.0046 0.0050    1682.3850 4.186568e+01  65.673934  70.421562  74.109966
0.0047 0.0050    1675.0940 4.215444e+01  65.489309  70.278926  73.884310
0.0048 0.0050    1667.2230 4.243146e+01  65.311965  70.138862  73.673198
0.0049 0.0050    1658.8080 4.269970e+01  65.140338  70.001863  73.458330
0.0050 0.0050    1649.8820 4.295469e+01  64.977935  69.867821  73.254673
0.0051 0.0050    1640.4780 4.320106e+01  64.820684  69.736865  73.055314
0.0052 0.0050    1630.6260 4.343872e+01  64.668563  69.607980  72.861401
0.0053 0.0050    1620.3560 4.366730e+01  64.523604  69.483030  72.671523
0.0054 0.0050    1609.6980 4.388724e+01  64.384672  69.359796  72.489932
0.0055 0.0050    1598.6780 4.409981e+01  64.251033  69.239966  72.311063
0.0056 0.0050    1587.3230 4.430435e+01  64.122589  69.122679  72.135419
0.0057 0.0050    1575.6580 4.450122e+01  64.000610  69.007713  71.970210
0.0058 0.0050    1563.7060 4.469144e+01  63.883377  68.896085  71.803020
0.0059 0.0050    1551.4910 4.487568e+01  63.770886  68.786663  71.643303
0.0060 0.0050    1539.0350 4.505395e+01  63.663680  68.681711  71.477242
0.0061 0.0050    1526.3570 4.522563e+01  63.561420  68.577786  71.329113
0.0062 0.0050    1513.4780 4.539106e+01  63.462452  68.476885  71.183048
0.0063 0.0050    1500.4170 4.555033e+01  63.368447  68.379237  71.043363
0.0064 0.0050    1487.1900 4.570589e+01  63.279150  68.283793  70.907347
0.0065 0.0050    1473.8160 4.585506e+01  63.194312  68.190001  70.774289
0.0066 0.0050    1460.3100 4.600029e+01  63.112433  68.099895  70.643448
0.0067 0.0050    1446.6870 4.614037e+01  63.034924  68.012039  70.519368
0.0068 0.0050    1432.9630 4.627603e+01  62.960846  67.926167  70.398731
0.0069 0.0050    1419.1510 4.640501e+01  62.891393  67.842920  70.300324
0.0070 0.0050    1405.2640 4.653354e+01  62.823932  67.762128  70.183286
0.0071 0.0050    1391.3150 4.665665e+01  62.761094  67.684294  70.071456
0.0072 0.0050    1377.3150 4.677585e+01  62.701006  67.607815  69.965579
0.0073 0.0050    1363.2770 4.689161e+01  62.643851  67.534075  69.866436
0.0074 0.0050    1349.2100 4.700412e+01  62.590816  67.463263  69.767619
0.0075 0.0050    1335.1250 4.711337e+01  62.539770  67.394078  69.671024
0.0076 0.0050    1321.0320 4.721931e+01  62.492578  67.327610  69.578426
0.0077 0.0050    1306.9390 4.732236e+01  62.447780  67.262793  69.490287
0.0078 0.0050    1292.8560 4.742250e+01  62.405442  67.199998  69.406532
0.0079 0.0050    1278.7910 4.751998e+01  62.365547  67.139604  69.320403
0.0080 0.0050    1264.7520 4.761425e+01  62.328582  67.081416  69.237270
0.0081 0.0050    1250.7450 4.770592e+01  62.294386  67.024013  69.162256
0.0082 0.0050    1236.7790 4.779523e+01  62.262351  66.969388  69.086193
0.0083 0.0050    1222.8590 4.788287e+01  62.232375  66.916992  69.021013
0.0084 0.0050    1208.9910 4.796711e+01  62.203483  66.866707  68.942803
0.0085 0.0050    1195.1830 4.804896e+01  62.178347  66.818198  68.876953
0.0086 0.0050    1181.4390 4.812922e+01  62.155417  66.772499  68.813891
0.0087 0.0050       0.0000 4.820785e+01  62.133007  66.727441  68.746733
0.0088 0.0050       0.0000 4.828437e+01  62.113435  66.684357  68.685668
0.0089 0.0050       0.0000 4.835951e+01  62.094467  66.642640  68.629805
0.0090 0.0050       0.0000 4.843190e+01  62.078624  66.602870  68.574979
0.0091 0.0050       0.0000 4.850308e+01  62.064342  66.565227  68.517777
0.0092 0.0050       0.0000 4.857245e+01  62.052036  66.528752  68.465120
0.0093 0.0050       0.0000 4.863965e+01  62.040898  66.494048  68.422055
0.0094 0.0050       0.0000 4.870529e+01  62.031966  66.461597  68.374469
0.0095 0.0050       0.0000 4.877012e+01  62.023950  66.430290  68.328055
0.0096 0.0050       0.0000 4.883329e+01  62.017769  66.400513  68.285304
0.0097 0.0050       0.0000 4.889539e+01  62.012876  66.372185  68.243052
0.0098 0.0050       0.0000 4.895613e+01  62.009403  66.345482  68.201722
0.0099 0.0050       0.0000 4.901587e+01  62.007271  66.320251  68.162437
0.0100 0.0050       0.0000 4.907370e+01  62.006832  66.296519  68.125682
0.0000 0.0051    1247.2310 0.000000e+00  51.442000  51.441506  54.972188
0.0001 0.0051    1248.1050 1.513710e+00  79.002600  78.873766  88.572821
0.0002 0.0051    1250.7150 3.090382e+00  78.987004  78.749265  88.263165
0.0003 0.0051    1255.0330 4.699030e+00  78.918427  78.606602  87.965495
0.0004 0.0051    1261.0080 6.320192e+00  78.801843  78.445271  87.660854
0.0005 0.0051    1268.5730 7.939832e+00  78.636313  78.269158  87.325542
