l,b,gaia_median,gaia_std,synth_median,synth_std
-9,-4,-4.807308159676861,3.8858776806526274,-4.8631449255247485,4.850425802736349
-8,-4,-4.960409461360523,3.5703378183774186,-5.155004801345513,4.335111071533691
-7,-4,-5.235041376857289,3.732660032103915,-5.664833570828613,3.8206592095924647
-6,-4,-5.507412932315534,3.727280574247223,-6.118533337643175,3.409286535583219
-5,-4,-5.577265642132705,3.8325441679937193,-6.131544596432844,3.3151766425559193
-4,-4,-5.593085401397605,3.766900539438643,-6.234279228083139,3.2271607183967728
-3,-4,-5.5531353101760255,4.0366035482597935,-5.876393912965952,3.401538300905636
-2,-4,-5.495961128780268,3.9116439389109647,-5.664119020644612,3.3246207101138423
-1,-4,-5.506981651257853,3.8656733384901707,-5.5710737392931335,3.4313066175632048
0,-4,-5.388126215164757,4.060176596538312,-5.63151246148565,3.3290691613155325
1,-4,-5.201665090645366,3.7644337392029157,-5.8447880179061835,3.0333153236675283
2,-4,-5.274434338188485,3.722692592411355,-5.7927678964155405,3.014929632127464
3,-4,-5.251214405337252,4.01843468713736,-5.577959738179359,3.0451024449964397
4,-4,-5.251441719779268,3.683692528655557,-5.496083917554268,2.9497238572083035
5,-4,-5.325488173349129,3.701161551812779,-5.311554791287855,3.2068039395962376
6,-4,-5.230161088981102,3.64878621498262,-5.0284282949377666,3.175093613733009
7,-4,-4.9921984538547735,3.6865658172159335,-4.897630280002846,3.1475611097387404
8,-4,-5.162484295283362,3.655872596938163,-4.843093774683392,3.0190643433587607
9,-4,-5.0663756508173465,3.6446445742391433,-4.61069761553548,3.238443869936266
10,-4,-4.91913706429237,3.5317281626844985,-4.262810333191034,3.5519642284892723
-10,-3,-4.463979774560628,3.55731476009128,-4.019248607185702,4.065303764062663
-9,-3,-4.575037741348602,3.447156467064069,-4.294966442554256,4.362285234950504
-8,-3,-5.085981903652741,3.689293968042303,-4.668145498195515,3.8966507336349165
-7,-3,-5.312066170726735,3.5368530747368734,-5.027688431330272,4.09635630520776
-6,-3,-5.300480403236797,3.6386117478559,-5.428962671561462,3.8484920380163725
-5,-3,-5.411972547576488,3.864928107259129,-5.556078542913998,3.6241364845744966
-4,-3,-5.449765416180642,3.908902711798458,-5.6800611311443765,3.598968757112672
-3,-3,-5.502251544775522,3.7711562916291275,-5.636415153116704,3.5907841721598697
-2,-3,-5.525469944946746,3.7852048070516093,-5.632029848597553,3.6875204301359195
-1,-3,-5.477803032210664,4.02384127100972,-5.528990892469142,3.483382259088849
0,-3,-5.444459051102628,3.9619223435693836,-5.38680226996783,3.4676840238279008
1,-3,-5.411884337818342,4.024815156267951,-5.6439550672348595,3.205753389301613
2,-3,-5.214498498437079,3.741550333231476,-5.751869925974635,3.1166668514529383
3,-3,-5.167566988644413,3.8046883330186523,-5.538135542555728,3.1348399960480635
4,-3,-5.043301840114798,3.936775739441924,-5.461663529909171,3.0783330310938175
5,-3,-4.940267600233009,3.91481201332796,-4.8329775824795345,3.3634653053012067
6,-3,-4.92545254516316,3.7676522916900788,-4.412340058216734,3.818060437156169
7,-3,-4.754276309066232,3.8233951812945435,-4.075652588080865,3.665332821020747
8,-3,-4.87294074050938,3.868267858786937,-4.263559402697141,3.44239355214004
9,-3,-4.7953019087919,3.8065929829468375,-3.9367823992053994,3.570858448067033
10,-3,-4.686724938412617,3.685428791848715,-3.9715020542596684,3.2791916343636838
-10,-2,-4.426592860789204,4.096957478538215,-3.2824880742674667,4.310377711262216
-9,-2,-4.252191128573604,3.5758470427168128,-3.2226872024860027,4.412924373043912
-8,-2,-4.898620133776601,3.952142845240428,-3.826640803425419,3.8695336973707195
-7,-2,-5.2171442041307685,3.511500164482404,-4.238915084265965,3.9092352930540395
-6,-2,-5.015585112807245,3.5689978463366376,-4.587447276837975,3.595132441074703
-5,-2,-5.3079108938888035,3.714579924411689,-4.889632201660398,4.077385470208817
-4,-2,-5.261831893721345,3.860937758450081,-4.837501217012461,3.974160719796111
-3,-2,-4.595947754677365,4.17737964122222,-2.6969392092358424,5.3205074727879085
-2,-2,-3.540610874412786,5.73682603096619,-2.42117518888923,7.288539018804298
